date,asset,direction,entry,stop,target,exit,size,pnl_gbp,r_multiple,outcome,bars_held,risk_reward,confidence,zone_type,rationale
2025-04-07 11:55,Gold,short,3181.0,3220.7321,2925.4,3220.7321,5.0337,-200.0,-1.0,loss,343,6.43,2,fvg,Short entry at 3181.00. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 3220.73 (at structural swing extreme). Profit target 2925.40 (prior swing high/low). Risk/reward: 6.4:1. Position sized to risk 2% of account equity (£200).
2025-04-21 11:40,Gold,short,3563.4,3565.4714,3496.0,3565.4714,47.3103,-98.0,-1.0,loss,2,32.54,2,fvg,Short entry at 3563.40. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry Stop loss placed at 3565.47 (at structural swing extreme). Profit target 3496.00 (prior swing high/low). Risk/reward: 32.5:1. Position sized to risk 2% of account equity (£200).
2025-08-06 14:15,Gold,short,3499.3,3509.1107,3431.2,3509.1107,4.9446,-48.51,-1.0,loss,54,6.94,2,fvg,Short entry at 3499.30. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry Stop loss placed at 3509.11 (at structural swing extreme). Profit target 3431.20 (prior swing high/low). Risk/reward: 6.9:1. Position sized to risk 2% of account equity (£200).
2025-08-12 15:05,Gold,short,3465.9,3471.9857,3452.8714,3471.9857,7.9313,-48.27,-1.0,loss,3,2.14,2,fvg,Short entry at 3465.90. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry Stop loss placed at 3471.99 (at structural swing extreme). Profit target 3452.87 (prior swing high/low). Risk/reward: 2.1:1. Position sized to risk 2% of account equity (£200).
2025-08-13 14:35,Gold,short,3492.9,3493.8857,3489.5,3489.5,48.7221,165.66,3.45,win,2,3.45,3,fvg,Short entry at 3492.90. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions Stop loss placed at 3493.89 (at structural swing extreme). Profit target 3489.50 (prior swing high/low). Risk/reward: 3.4:1. Position sized to risk 2% of account equity (£200).
2025-08-20 13:30,Gold,short,3460.3,3461.7286,3442.1,3461.7286,136.7923,-195.42,-1.0,loss,5,12.74,3,fvg,Short entry at 3460.30. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions Stop loss placed at 3461.73 (at structural swing extreme). Profit target 3442.10 (prior swing high/low). Risk/reward: 12.7:1. Position sized to risk 2% of account equity (£200).
2025-08-21 13:30,Gold,short,3461.4,3462.1321,3459.8,3459.8,130.7868,209.26,2.19,win,3,2.19,3,fvg,Short entry at 3461.40. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions Stop loss placed at 3462.13 (at structural swing extreme). Profit target 3459.80 (prior swing high/low). Risk/reward: 2.2:1. Position sized to risk 2% of account equity (£200).
2025-08-21 14:10,Gold,short,3462.5,3463.2143,3459.8,3463.2143,273.9721,-195.69,-1.0,loss,4,3.78,2,fvg,Short entry at 3462.50. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry Stop loss placed at 3463.21 (at structural swing extreme). Profit target 3459.80 (prior swing high/low). Risk/reward: 3.8:1. Position sized to risk 2% of account equity (£200).
2025-08-22 13:35,Gold,short,3449.4,3450.8429,3445.7,3450.8429,66.4586,-95.89,-1.0,loss,3,2.56,3,fvg,Short entry at 3449.40. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 3450.84 (at structural swing extreme). Profit target 3445.70 (prior swing high/low). Risk/reward: 2.6:1. Position sized to risk 2% of account equity (£200).
2025-08-25 13:50,Gold,short,3489.9,3491.5893,3486.3,3491.5893,28.0981,-47.47,-1.0,loss,2,2.13,3,fvg,Short entry at 3489.90. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 3491.59 (at structural swing extreme). Profit target 3486.30 (prior swing high/low). Risk/reward: 2.1:1. Position sized to risk 2% of account equity (£200).
2025-08-29 09:05,Gold,short,3546.9,3548.3786,3541.1,3548.3786,31.9419,-47.23,-1.0,loss,41,3.92,2,fvg,Short entry at 3546.90. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry Stop loss placed at 3548.38 (at structural swing extreme). Profit target 3541.10 (prior swing high/low). Risk/reward: 3.9:1. Position sized to risk 2% of account equity (£200).
2025-09-01 08:40,Gold,short,3625.3,3626.1929,3618.0,3618.0,52.6313,384.21,8.18,win,11,8.18,2,fvg,Short entry at 3625.30. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 3626.19 (at structural swing extreme). Profit target 3618.00 (prior swing high/low). Risk/reward: 8.2:1. Position sized to risk 2% of account equity (£200).
2025-09-02 08:35,Gold,short,3625.3,3627.65,3615.6,3627.65,83.2566,-195.65,-1.0,loss,19,4.13,2,fvg,Short entry at 3625.30. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry Stop loss placed at 3627.65 (at structural swing extreme). Profit target 3615.60 (prior swing high/low). Risk/reward: 4.1:1. Position sized to risk 2% of account equity (£200).
2025-09-03 14:40,Gold,short,3705.6,3709.4429,3697.6,3709.4429,24.9476,-95.87,-1.0,loss,10,2.08,2,fvg,Short entry at 3705.60. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 3709.44 (at structural swing extreme). Profit target 3697.60 (prior swing high/low). Risk/reward: 2.1:1. Position sized to risk 2% of account equity (£200).
2025-09-04 15:40,Gold,short,3688.8,3692.9929,3671.9,3692.9929,11.3182,-47.46,-1.0,loss,112,4.03,3,fvg,Short entry at 3688.80. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 3692.99 (at structural swing extreme). Profit target 3671.90 (prior swing high/low). Risk/reward: 4.0:1. Position sized to risk 2% of account equity (£200).
2025-09-05 14:15,Gold,short,3729.0,3731.4857,3723.5,3723.5,18.9959,104.48,2.21,win,3,2.21,3,fvg,Short entry at 3729.00. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions Stop loss placed at 3731.49 (at structural swing extreme). Profit target 3723.50 (prior swing high/low). Risk/reward: 2.2:1. Position sized to risk 2% of account equity (£200).
2025-09-05 15:45,Gold,short,3728.8,3730.7071,3723.5,3730.7071,100.1304,-190.96,-1.0,loss,4,2.78,2,fvg,Short entry at 3728.80. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry Stop loss placed at 3730.71 (at structural swing extreme). Profit target 3723.50 (prior swing high/low). Risk/reward: 2.8:1. Position sized to risk 2% of account equity (£200).
2025-09-16 13:50,Gold,short,3811.2,3813.175,3805.4,3813.175,47.3781,-93.57,-1.0,loss,4,2.94,3,fvg,Short entry at 3811.20. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 3813.18 (at structural swing extreme). Profit target 3805.40 (prior swing high/low). Risk/reward: 2.9:1. Position sized to risk 2% of account equity (£200).
2025-09-17 09:15,Gold,short,3785.0,3785.4786,3783.2,3783.2,96.784,174.21,3.76,win,10,3.76,3,fvg,Short entry at 3785.00. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 3785.48 (at structural swing extreme). Profit target 3783.20 (prior swing high/low). Risk/reward: 3.8:1. Position sized to risk 2% of account equity (£200).
2025-09-17 14:30,Gold,short,3798.1,3799.4464,3795.4,3799.4464,140.1905,-188.76,-1.0,loss,2,2.01,2,fvg,Short entry at 3798.10. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 3799.45 (at structural swing extreme). Profit target 3795.40 (prior swing high/low). Risk/reward: 2.0:1. Position sized to risk 2% of account equity (£200).
2025-09-25 08:30,Gold,short,3868.9,3869.6357,3859.7,3869.6357,125.7155,-92.49,-1.0,loss,15,12.5,2,fvg,Short entry at 3868.90. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry Stop loss placed at 3869.64 (at structural swing extreme). Profit target 3859.70 (prior swing high/low). Risk/reward: 12.5:1. Position sized to risk 2% of account equity (£200).
2025-09-26 11:15,Gold,short,3861.5,3862.2429,3859.7,3862.2429,61.6308,-45.78,-1.0,loss,8,2.42,2,fvg,Short entry at 3861.50. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry Stop loss placed at 3862.24 (at structural swing extreme). Profit target 3859.70 (prior swing high/low). Risk/reward: 2.4:1. Position sized to risk 2% of account equity (£200).
2025-10-02 10:00,Gold,short,3989.6,3990.0786,3988.0,3990.0786,95.1874,-45.55,-1.0,loss,3,3.34,3,fvg,Short entry at 3989.60. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions Stop loss placed at 3990.08 (at structural swing extreme). Profit target 3988.00 (prior swing high/low). Risk/reward: 3.3:1. Position sized to risk 2% of account equity (£200).
2025-10-03 10:50,Gold,short,3972.9,3973.9571,3968.6,3968.6,42.8761,184.37,4.07,win,8,4.07,4,fvg,Short entry at 3972.90. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • false breakout pattern confirmed — buy-side liquidity swept then reversed   • RSI > 60 confirms overbought/premium conditions Stop loss placed at 3973.96 (at structural swing extreme). Profit target 3968.60 (prior swing high/low). Risk/reward: 4.1:1. Position sized to risk 2% of account equity (£200).
2025-10-03 11:50,Gold,short,3972.5,3974.0286,3969.0,3974.0286,121.0229,-184.99,-1.0,loss,8,2.29,2,fvg,Short entry at 3972.50. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry Stop loss placed at 3974.03 (at structural swing extreme). Profit target 3969.00 (prior swing high/low). Risk/reward: 2.3:1. Position sized to risk 2% of account equity (£200).
2025-10-06 10:20,Gold,short,4052.9,4054.825,4048.9,4048.9,47.0889,188.36,2.08,win,13,2.08,3,fvg,Short entry at 4052.90. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 4054.82 (at structural swing extreme). Profit target 4048.90 (prior swing high/low). Risk/reward: 2.1:1. Position sized to risk 2% of account equity (£200).
2025-10-06 15:25,Gold,short,4063.0,4067.2071,4052.9,4067.2071,43.987,-185.06,-1.0,loss,3,2.4,3,fvg,Short entry at 4063.00. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • false breakout pattern confirmed — buy-side liquidity swept then reversed Stop loss placed at 4067.21 (at structural swing extreme). Profit target 4052.90 (prior swing high/low). Risk/reward: 2.4:1. Position sized to risk 2% of account equity (£200).
2025-10-13 13:40,Gold,short,4200.1,4204.0607,4183.1,4204.0607,22.8946,-90.68,-1.0,loss,2,4.29,3,fvg,Short entry at 4200.10. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 4204.06 (at structural swing extreme). Profit target 4183.10 (prior swing high/low). Risk/reward: 4.3:1. Position sized to risk 2% of account equity (£200).
2025-10-14 13:40,Gold,short,4235.0,4240.1714,4220.5,4240.1714,8.6796,-44.89,-1.0,loss,6,2.8,2,fvg,Short entry at 4235.00. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry Stop loss placed at 4240.17 (at structural swing extreme). Profit target 4220.50 (prior swing high/low). Risk/reward: 2.8:1. Position sized to risk 2% of account equity (£200).
2025-10-15 13:30,Gold,short,4306.4,4316.4071,4286.0,4316.4071,4.463,-44.66,-1.0,loss,9,2.04,3,fvg,Short entry at 4306.40. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry Stop loss placed at 4316.41 (at structural swing extreme). Profit target 4286.00 (prior swing high/low). Risk/reward: 2.0:1. Position sized to risk 2% of account equity (£200). Post-news ICT displacement entry.
2025-10-20 08:30,Gold,short,4369.1,4369.3679,4360.1,4369.3679,165.9034,-44.44,-1.0,loss,1,33.6,2,fvg,Short entry at 4369.10. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry Stop loss placed at 4369.37 (at structural swing extreme). Profit target 4360.10 (prior swing high/low). Risk/reward: 33.6:1. Position sized to risk 2% of account equity (£200).
2025-10-21 09:40,Gold,short,4377.7,4384.2643,4357.5,4357.5,6.7359,136.06,3.08,win,30,3.08,3,fvg,Short entry at 4377.70. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions Stop loss placed at 4384.26 (at structural swing extreme). Profit target 4357.50 (prior swing high/low). Risk/reward: 3.1:1. Position sized to risk 2% of account equity (£200).
2025-10-28 15:30,Gold,short,4063.8,4071.6714,4036.4,4071.6714,22.8149,-179.59,-1.0,loss,22,3.48,2,fvg,Short entry at 4063.80. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 4071.67 (at structural swing extreme). Profit target 4036.40 (prior swing high/low). Risk/reward: 3.5:1. Position sized to risk 2% of account equity (£200).
2025-10-29 11:20,Gold,short,4127.0,4129.1143,4119.8,4119.8,41.6203,299.67,3.41,win,6,3.41,3,fvg,Short entry at 4127.00. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions Stop loss placed at 4129.11 (at structural swing extreme). Profit target 4119.80 (prior swing high/low). Risk/reward: 3.4:1. Position sized to risk 2% of account equity (£200).
2025-10-30 10:15,Gold,short,4099.3,4106.1107,4085.0,4085.0,26.7208,382.11,2.1,win,23,2.1,2,fvg,Short entry at 4099.30. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry Stop loss placed at 4106.11 (at structural swing extreme). Profit target 4085.00 (prior swing high/low). Risk/reward: 2.1:1. Position sized to risk 2% of account equity (£200).
2025-10-30 13:55,Gold,short,4098.0,4101.075,4085.0,4101.075,61.6683,-189.63,-1.0,loss,2,4.23,3,fvg,Short entry at 4098.00. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 4101.07 (at structural swing extreme). Profit target 4085.00 (prior swing high/low). Risk/reward: 4.2:1. Position sized to risk 2% of account equity (£200).
2025-11-04 10:15,Gold,short,4099.2,4100.7214,4083.4,4083.4,61.0733,964.96,10.38,win,40,10.38,2,fvg,Short entry at 4099.20. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry Stop loss placed at 4100.72 (at structural swing extreme). Profit target 4083.40 (prior swing high/low). Risk/reward: 10.4:1. Position sized to risk 2% of account equity (£200).
2025-11-11 08:30,Gold,short,4236.2,4237.0607,4232.3,4232.3,238.3329,929.5,4.53,win,1,4.53,3,fvg,Short entry at 4236.20. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 4237.06 (at structural swing extreme). Profit target 4232.30 (prior swing high/low). Risk/reward: 4.5:1. Position sized to risk 2% of account equity (£200).
2025-11-12 14:05,Gold,short,4235.6,4237.3,4232.0,4232.0,131.6038,473.77,2.12,win,5,2.12,2,fvg,Short entry at 4235.60. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry Stop loss placed at 4237.30 (at structural swing extreme). Profit target 4232.00 (prior swing high/low). Risk/reward: 2.1:1. Position sized to risk 2% of account equity (£200).
2025-11-12 15:05,Gold,short,4242.4,4245.1214,4235.6,4245.1214,85.691,-233.2,-1.0,loss,1,2.5,3,fvg,Short entry at 4242.40. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 4245.12 (at structural swing extreme). Profit target 4235.60 (prior swing high/low). Risk/reward: 2.5:1. Position sized to risk 2% of account equity (£200).
2025-11-13 16:00,Gold,short,4308.5,4320.9143,4280.3,4280.3,9.2046,259.57,2.27,win,30,2.27,3,fvg,Short entry at 4308.50. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions Stop loss placed at 4320.91 (at structural swing extreme). Profit target 4280.30 (prior swing high/low). Risk/reward: 2.3:1. Position sized to risk 2% of account equity (£200).
2025-11-14 14:55,Gold,short,4172.2,4179.5929,4156.9,4179.5929,31.6156,-233.73,-1.0,loss,10,2.07,4,fvg,Short entry at 4172.20. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • false breakout pattern confirmed — buy-side liquidity swept then reversed   • RSI > 60 confirms overbought/premium conditions   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 4179.59 (at structural swing extreme). Profit target 4156.90 (prior swing high/low). Risk/reward: 2.1:1. Position sized to risk 2% of account equity (£200).
2025-11-17 14:40,Gold,short,4168.4,4179.9071,4133.7,4133.7,9.9527,345.36,3.02,win,59,3.02,2,fvg,Short entry at 4168.40. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry Stop loss placed at 4179.91 (at structural swing extreme). Profit target 4133.70 (prior swing high/low). Risk/reward: 3.0:1. Position sized to risk 2% of account equity (£200).
2025-11-18 13:40,Gold,short,4158.8,4162.15,4143.8,4162.15,70.4364,-235.96,-1.0,loss,1,4.48,2,fvg,Short entry at 4158.80. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 4162.15 (at structural swing extreme). Profit target 4143.80 (prior swing high/low). Risk/reward: 4.5:1. Position sized to risk 2% of account equity (£200).
2025-11-19 09:40,Gold,short,4188.9,4193.6179,4178.3,4193.6179,24.5072,-115.62,-1.0,loss,1,2.25,3,fvg,Short entry at 4188.90. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 4193.62 (at structural swing extreme). Profit target 4178.30 (prior swing high/low). Risk/reward: 2.2:1. Position sized to risk 2% of account equity (£200).
2025-11-19 14:00,Gold,short,4211.3,4212.4679,4178.3,4212.4679,49.0065,-57.23,-1.0,loss,8,28.26,2,fvg,Short entry at 4211.30. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry Stop loss placed at 4212.47 (at structural swing extreme). Profit target 4178.30 (prior swing high/low). Risk/reward: 28.3:1. Position sized to risk 2% of account equity (£200).
2025-11-25 09:10,Gold,short,4221.1,4224.2893,4211.5,4224.2893,17.8555,-56.95,-1.0,loss,11,3.01,2,fvg,Short entry at 4221.10. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry Stop loss placed at 4224.29 (at structural swing extreme). Profit target 4211.50 (prior swing high/low). Risk/reward: 3.0:1. Position sized to risk 2% of account equity (£200).
2025-11-26 10:00,Gold,short,4258.6,4259.9821,4255.0,4259.9821,40.9955,-56.66,-1.0,loss,18,2.6,2,fvg,Short entry at 4258.60. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry Stop loss placed at 4259.98 (at structural swing extreme). Profit target 4255.00 (prior swing high/low). Risk/reward: 2.6:1. Position sized to risk 2% of account equity (£200).
2025-11-27 09:50,Gold,short,4251.6,4253.1964,4247.4,4247.4,35.3153,148.32,2.63,win,4,2.63,2,fvg,Short entry at 4251.60. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry Stop loss placed at 4253.20 (at structural swing extreme). Profit target 4247.40 (prior swing high/low). Risk/reward: 2.6:1. Position sized to risk 2% of account equity (£200).
2025-11-27 11:35,Gold,short,4252.1,4252.6821,4247.4,4247.4,392.4809,1844.66,8.07,win,40,8.07,2,fvg,Short entry at 4252.10. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 4252.68 (at structural swing extreme). Profit target 4247.40 (prior swing high/low). Risk/reward: 8.1:1. Position sized to risk 2% of account equity (£200).
2025-11-27 15:25,Gold,short,4251.5,4252.7857,4247.4,4247.4,206.4014,846.25,3.19,win,9,3.19,3,fvg,Short entry at 4251.50. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 4252.79 (at structural swing extreme). Profit target 4247.40 (prior swing high/low). Risk/reward: 3.2:1. Position sized to risk 2% of account equity (£200).
2025-12-02 13:30,Gold,short,4298.0,4298.3179,4277.0,4298.3179,888.1288,-282.3,-1.0,loss,8,66.07,2,fvg,Short entry at 4298.00. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry Stop loss placed at 4298.32 (at structural swing extreme). Profit target 4277.00 (prior swing high/low). Risk/reward: 66.1:1. Position sized to risk 2% of account equity (£200).
2025-12-03 13:30,Gold,short,4311.6,4315.3857,4303.4,4315.3857,36.539,-138.33,-1.0,loss,3,2.17,2,fvg,Short entry at 4311.60. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 4315.39 (at structural swing extreme). Profit target 4303.40 (prior swing high/low). Risk/reward: 2.2:1. Position sized to risk 2% of account equity (£200).
